Cód,Materia,Primer llamado,Hora,Segundo llamado,Hora
93.35,Lógica Computacional,"jueves, 10 de diciembre de 2026",11:00,"jueves, 17 de diciembre de 2026",11:00
93.36,Probabilidad,"viernes, 4 de diciembre de 2026",14:00,"viernes, 11 de diciembre de 2026",14:00
93.39,Estadística,"viernes, 11 de diciembre de 2026",10:00,"viernes, 18 de diciembre de 2026",10:00
93.41,Física I,"viernes, 4 de diciembre de 2026",14:00,"jueves, 10 de diciembre de 2026",8:00
93.42,Física II,"lunes, 7 de diciembre de 2026",11:00,"martes, 15 de diciembre de 2026",11:00
93.43,Física III,"lunes, 14 de diciembre de 2026",14:00,"lunes, 21 de diciembre de 2026",14:00
93.44,Física IV,"jueves, 10 de diciembre de 2026",14:00,"miércoles, 16 de diciembre de 2026",8:00
93.54,Métodos Numéricos,"martes, 15 de diciembre de 2026",13:00,"martes, 22 de diciembre de 2026",13:00
93.58,Álgebra,"jueves, 3 de diciembre de 2026",11:00,"jueves, 10 de diciembre de 2026",11:00
93.59,Matemática Discreta,"viernes, 4 de diciembre de 2026",8:00,"viernes, 18 de diciembre de 2026",8:00
93.61,Física IV ,"jueves, 10 de diciembre de 2026",14:00,"miércoles, 16 de diciembre de 2026",8:00
93.75,Métodos Numéricos Avanzados,"viernes, 11 de diciembre de 2026",13:00,"viernes, 18 de diciembre de 2026",13:00
94.11,Sociología Política,"miércoles, 9 de diciembre de 2026",8:00,"miércoles, 16 de diciembre de 2026",8:00
94.12,Antropología,"martes, 15 de diciembre de 2026",14:00,"martes, 22 de diciembre de 2026",14:00
94.13,Gestión de Organizaciones Sociales,"jueves, 10 de diciembre de 2026",19:00,"jueves, 17 de diciembre de 2026",19:00
94.23,Formación General III,"jueves, 3 de diciembre de 2026",14:00,"jueves, 17 de diciembre de 2026",14:00
94.24,Metodología del Aprendizaje,"lunes, 7 de diciembre de 2026",19:00,"lunes, 14 de diciembre de 2026",19:00
94.27,Administración de Recursos Humanos,"jueves, 10 de diciembre de 2026",16:00,"jueves, 17 de diciembre de 2026",16:00
94.40,Estructura de las Organizaciones,"jueves, 3 de diciembre de 2026",14:00,"jueves, 17 de diciembre de 2026",14:00
94.62,Ética en los Negocios,"viernes, 11 de diciembre de 2026",18:00,"viernes, 18 de diciembre de 2026",18:00
94.63,Epistemología y Heurística,"viernes, 4 de diciembre de 2026",19:00,"lunes, 14 de diciembre de 2026",19:00
94.64,Prácticas Expositivas,"miércoles, 16 de diciembre de 2026",9:00,"miércoles, 23 de diciembre de 2026",9:00
